日期,銷售方式,訂單來源,是否首次交易,客戶編號,客戶類別,國家,員工編號,部門,產品編號,產品類別,產品名稱,單價,成本,數量,營收,總成本,毛利,客訴
2020/7/26,直銷,電銷業務,Y,83,餐廳,美洲,931,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,657 ",無任何客訴
2020/7/26,經銷,合作經銷通路,Y,171,個人消費者,亞洲,512,業務3處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 37 ," $277,500 "," $204,610 "," $60,571 ",無任何客訴
2020/7/26,直銷,會員回購,N,116,飯店,亞洲,158,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,901 "," $494,260 "," $285,150 "," $176,070 ",無任何客訴
2020/7/26,直銷,會員回購,N,43,企業用戶,歐洲,931,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 31 ," $247,690 "," $78,740 "," $146,479 ",無任何客訴
2020/8/2,直銷,實體參展,Y,88,餐廳,美洲,455,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $189 ,
2020/8/2,直銷,會員回購,N,5,企業用戶,亞洲,345,業務1處,C003,配件耗材,過濾器, $500 , $460 , 4 ," $2,000 "," $1,840 ", $152 ,包裝破損
2020/8/2,直銷,會員回購,N,60,企業用戶,大洋洲,931,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 83 ," $663,170 "," $210,820 "," $392,187 ",
2020/8/2,直銷,會員回購,N,101,餐廳,歐洲,455,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 85 ," $339,150 "," $106,250 "," $196,101 ",無法加熱水
2020/8/14,直銷,實體參展,Y,75,餐廳,亞洲,158,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 89 ," $327,075 "," $79,210 "," $197,796 ",
2020/8/14,直銷,會員回購,N,55,企業用戶,大洋洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 5 ," $7,500 "," $6,000 "," $1,230 ",無任何客訴
2020/8/14,直銷,會員回購,N,159,飯店,大洋洲,455,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,475 "," $7,400,250 "," $1,386,000 "," $5,539,124 ",無任何客訴
2020/8/18,直銷,實體參展,Y,141,飯店,美洲,455,業務2處,C002,配件耗材,密封圈, $300 , $170 , 1 , $300 , $170 , $123 ,
2020/8/18,直銷,會員回購,N,90,餐廳,美洲,142,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 11 ," $4,400 ", $550 ," $2,895 ",無任何客訴
2020/8/18,直銷,會員回購,N,35,企業用戶,美洲,455,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 74 ," $295,260 "," $92,500 "," $191,608 ",無任何客訴
2020/8/27,直銷,官網網站,Y,22,企業用戶,亞洲,679,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,901 "," $494,260 "," $285,150 "," $197,608 ",無任何客訴
2020/8/27,直銷,會員回購,N,33,企業用戶,美洲,455,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 19 ," $7,600 ", $950 ," $5,526 ",無任何客訴
2020/8/27,直銷,會員回購,N,8,企業用戶,亞洲,345,業務1處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 , 200 ," $112,000 "," $50,000 "," $55,242 ",無任何客訴
2020/9/30,直銷,實體參展,Y,3,企業用戶,亞洲,679,業務1處,C003,配件耗材,過濾器, $500 , $460 , 8 ," $4,000 "," $3,680 ", $285 ,
2020/9/30,直銷,會員回購,N,115,飯店,亞洲,679,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $189 ,無任何客訴
2020/9/30,直銷,會員回購,N,127,飯店,亞洲,679,業務1處,C002,配件耗材,密封圈, $300 , $170 , 1 , $300 , $170 , $112 ,無任何客訴
2020/10/16,直銷,實體參展,Y,49,企業用戶,歐洲,455,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 2 ," $3,000 "," $2,400 ", $534 ,
2020/10/16,直銷,會員回購,N,6,企業用戶,亞洲,679,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 28 ," $223,720 "," $71,120 "," $132,304 ",無任何客訴
2020/10/23,直銷,電銷業務,Y,91,餐廳,美洲,142,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 11 ," $4,400 ", $550 ," $3,430 ",
2020/10/23,直銷,會員回購,N,157,飯店,歐洲,142,業務2處,C003,配件耗材,過濾器, $500 , $460 , 4 ," $2,000 "," $1,840 ", $127 ,包裝破損
2020/10/29,直銷,電銷業務,Y,113,飯店,亞洲,345,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 19 ," $7,600 ", $950 ," $5,526 ",無任何客訴
2020/10/29,經銷,合作經銷通路,Y,174,個人消費者,亞洲,512,業務3處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $189 ,無任何客訴
2020/10/29,直銷,會員回購,N,27,企業用戶,亞洲,345,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 943 ," $245,180 "," $141,450 "," $86,199 ",無任何客訴
2020/11/9,直銷,電銷業務,Y,74,餐廳,亞洲,158,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 65 ," $519,350 "," $165,100 "," $282,691 ",
2020/11/9,直銷,會員回購,N,143,飯店,美洲,142,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 80 ," $639,200 "," $203,200 "," $414,636 ",咖啡機停止運作
2020/11/28,直銷,實體參展,Y,45,企業用戶,歐洲,931,業務2處,C003,配件耗材,過濾器, $500 , $460 , 3 ," $1,500 "," $1,380 ", $114 ,
2020/11/28,直銷,會員回購,N,128,飯店,亞洲,679,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 9 ," $3,600 ", $450 ," $2,806 ",無任何客訴
2020/12/8,直銷,實體參展,Y,119,飯店,亞洲,258,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 943 ," $245,180 "," $141,450 "," $87,340 ",
2020/12/8,經銷,合作經銷通路,Y,170,個人消費者,亞洲,512,業務3處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 25 ," $199,750 "," $63,500 "," $128,756 ",無任何客訴
2020/12/8,直銷,會員回購,N,14,企業用戶,亞洲,158,業務1處,C003,配件耗材,過濾器, $500 , $460 , 5 ," $2,500 "," $2,300 ", $184 ,無任何客訴
2020/12/14,直銷,電銷業務,Y,106,餐廳,大洋洲,142,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 9 ," $3,600 ", $450 ," $2,368 ",
2020/12/14,直銷,會員回購,N,1,企業用戶,亞洲,158,業務1處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 19 ," $142,500 "," $105,070 "," $35,371 ",無任何客訴
2020/12/21,直銷,電銷業務,Y,150,飯店,歐洲,931,業務2處,C003,配件耗材,過濾器, $500 , $460 , 8 ," $4,000 "," $3,680 ", $277 ,無任何客訴
2020/12/21,直銷,會員回購,N,134,飯店,亞洲,258,業務1處,C001,配件耗材,濾紙, $120 , $30 , 982 ," $117,840 "," $29,460 "," $84,049 ",無任何客訴
2020/12/26,直銷,官網網站,Y,107,餐廳,大洋洲,931,業務2處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 62 ," $465,000 "," $342,860 "," $112,490 ",無任何客訴
2020/12/26,直銷,會員回購,N,120,飯店,亞洲,258,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $190 ,無任何客訴
2021/1/21,直銷,電銷業務,Y,18,企業用戶,亞洲,258,業務1處,C001,配件耗材,濾紙, $120 , $30 , 982 ," $117,840 "," $29,460 "," $78,746 ",
2021/1/21,直銷,會員回購,N,148,飯店,歐洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 7 ," $10,500 "," $8,400 "," $1,722 ",
2021/1/21,直銷,實體參展,N,159,飯店,大洋洲,455,業務2處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 96 ," $720,000 "," $530,880 "," $142,218 ",
2021/2/2,直銷,實體參展,Y,28,企業用戶,亞洲,345,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $168 ,
2021/2/2,直銷,會員回購,N,32,企業用戶,美洲,455,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 5 ," $7,500 "," $6,000 "," $1,263 ",無任何客訴
2021/2/2,直銷,會員回購,N,35,企業用戶,美洲,455,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $189 ,無任何客訴
2021/2/5,直銷,實體參展,Y,12,企業用戶,亞洲,679,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 ," 3,165 "," $822,900 "," $474,750 "," $301,846 ",
2021/2/5,直銷,會員回購,N,21,企業用戶,亞洲,345,業務1處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 1,607 "," $4,804,930 "," $899,920 "," $2,936,567 ",無任何客訴
2021/2/5,直銷,實體參展,N,8,企業用戶,亞洲,345,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 46 ," $169,050 "," $40,940 "," $121,832 ",
2021/2/7,直銷,官網網站,Y,4,企業用戶,亞洲,258,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 8 ," $3,200 ", $400 ," $2,105 ",包裝破損
2021/2/7,經銷,合作經銷通路,Y,165,個人消費者,亞洲,512,業務3處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,436 ",無任何客訴
2021/2/7,直銷,會員回購,N,57,企業用戶,大洋洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 3 ," $4,500 "," $3,600 ", $828 ,無任何客訴
2021/2/7,直銷,會員回購,N,127,飯店,亞洲,679,業務1處,C002,配件耗材,密封圈, $300 , $170 , 17 ," $5,100 "," $2,890 "," $1,916 ",不正確的尺寸
2021/2/20,直銷,官網網站,Y,67,餐廳,亞洲,258,業務1處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $150 ,無任何客訴
2021/2/20,直銷,會員回購,N,114,飯店,亞洲,679,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 4 ," $6,000 "," $4,800 ", $902 ,無任何客訴
2021/2/20,直銷,實體參展,N,101,餐廳,歐洲,455,業務2處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,901 "," $494,260 "," $285,150 "," $157,250 ",無任何客訴
2021/3/11,直銷,官網網站,Y,163,飯店,大洋洲,142,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $178 ,
2021/3/11,經銷,合作經銷通路,Y,177,個人消費者,歐洲,512,業務3處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 555 ," $1,659,450 "," $310,800 "," $1,274,474 ",無任何客訴
2021/3/11,直銷,會員回購,N,116,飯店,亞洲,158,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 84 ," $2,199,120 "," $1,092,000 "," $959,873 ",咖啡機停止運作
2021/3/11,直銷,會員回購,N,66,餐廳,亞洲,679,業務1處,C003,配件耗材,過濾器, $500 , $460 , 6 ," $3,000 "," $2,760 ", $202 ,無任何客訴
2021/3/13,直銷,實體參展,Y,79,餐廳,亞洲,679,業務1處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 488 ," $1,459,120 "," $273,280 "," $998,477 ",
2021/3/13,直銷,會員回購,N,5,企業用戶,亞洲,345,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 8 ," $12,000 "," $9,600 "," $1,994 ",無任何客訴
2021/3/13,直銷,會員回購,N,32,企業用戶,美洲,455,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 9 ," $13,500 "," $10,800 "," $2,567 ",無任何客訴
2021/3/18,直銷,電銷業務,Y,11,企業用戶,亞洲,679,業務1處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $311 ,無任何客訴
2021/3/18,直銷,會員回購,N,55,企業用戶,大洋洲,931,業務2處,F003,食品原料,美式咖啡豆, $420 , $120 , 973 ," $408,660 "," $116,760 "," $245,779 ",無任何客訴
2021/3/18,直銷,電銷業務,N,77,餐廳,亞洲,258,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 11 ," $4,400 ", $550 ," $3,199 ",無任何客訴
2021/3/27,直銷,官網網站,Y,136,飯店,美洲,142,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 25 ," $99,750 "," $31,250 "," $56,923 ",無任何客訴
2021/3/27,經銷,合作經銷通路,Y,173,個人消費者,亞洲,512,業務3處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 19 ," $151,810 "," $48,260 "," $92,263 ",無任何客訴
2021/3/27,直銷,會員回購,N,90,餐廳,美洲,142,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 97 ," $2,539,460 "," $1,261,000 "," $1,076,463 ",漏水
2021/3/27,直銷,會員回購,N,21,企業用戶,亞洲,345,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 19 ," $7,600 ", $950 ," $5,925 ",包裝破損
2021/4/10,直銷,官網網站,Y,24,企業用戶,亞洲,345,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 29 ," $231,710 "," $73,660 "," $131,339 ",無任何客訴
2021/4/10,經銷,合作經銷通路,Y,168,個人消費者,亞洲,512,業務3處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,475 "," $7,400,250 "," $1,386,000 "," $5,539,124 ",無任何客訴
2021/4/10,直銷,會員回購,N,33,企業用戶,美洲,455,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,711 ",無任何客訴
2021/4/10,直銷,官網網站,N,129,飯店,亞洲,158,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $166 ,無任何客訴
2021/5/5,直銷,實體參展,Y,41,企業用戶,歐洲,931,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 71 ," $283,290 "," $88,750 "," $179,171 ",
2021/5/5,直銷,會員回購,N,115,飯店,亞洲,679,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 14 ," $5,600 ", $700 ," $4,659 ",無任何客訴
2021/5/5,直銷,會員回購,N,57,企業用戶,大洋洲,931,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 19 ," $151,810 "," $48,260 "," $86,050 ",無法加熱水
2021/5/14,直銷,實體參展,Y,155,飯店,歐洲,455,業務2處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 , 200 ," $112,000 "," $50,000 "," $52,204 ",
2021/5/14,直銷,會員回購,N,6,企業用戶,亞洲,679,業務1處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 99 ," $363,825 "," $88,110 "," $260,550 ",無任何客訴
2021/5/14,直銷,電銷業務,N,87,餐廳,美洲,455,業務2處,C003,配件耗材,過濾器, $500 , $460 , 1 , $500 , $460 , $36 ,無任何客訴
2021/6/27,直銷,電銷業務,Y,71,餐廳,亞洲,679,業務1處,C002,配件耗材,密封圈, $300 , $170 , 18 ," $5,400 "," $3,060 "," $2,225 ",
2021/6/27,直銷,會員回購,N,157,飯店,歐洲,142,業務2處,C002,配件耗材,密封圈, $300 , $170 , 14 ," $4,200 "," $2,380 "," $1,492 ",無任何客訴
2021/6/27,直銷,會員回購,N,114,飯店,亞洲,679,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 943 ," $245,180 "," $141,450 "," $95,535 ",無任何客訴
2021/7/6,直銷,官網網站,Y,108,餐廳,大洋洲,931,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 18 ," $71,820 "," $22,500 "," $46,607 ",無任何客訴
2021/7/6,直銷,會員回購,N,27,企業用戶,亞洲,345,業務1處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $168 ,
2021/7/6,直銷,官網網站,N,109,餐廳,大洋洲,931,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 39 ," $311,610 "," $99,060 "," $174,291 ",
2021/7/16,直銷,電銷業務,Y,58,企業用戶,大洋洲,931,業務2處,C002,配件耗材,密封圈, $300 , $170 , 14 ," $4,200 "," $2,380 "," $1,719 ",不正確的尺寸
2021/7/16,直銷,會員回購,N,143,飯店,美洲,142,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 ," 2,579 "," $7,711,210 "," $1,444,240 "," $5,001,042 ",無任何客訴
2021/7/16,直銷,會員回購,N,116,飯店,亞洲,158,業務1處,C005,配件耗材,清潔劑, $400 , $50 , 9 ," $3,600 ", $450 ," $2,995 ",無任何客訴
2021/8/6,直銷,電銷業務,Y,151,飯店,歐洲,931,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 2 , $800 , $100 , $574 ,無任何客訴
2021/8/6,經銷,合作經銷通路,Y,181,個人消費者,美洲,512,業務3處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 12 ," $18,000 "," $14,400 "," $3,121 ",無任何客訴
2021/8/6,直銷,會員回購,N,128,飯店,亞洲,679,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 ," 1,937 "," $503,620 "," $290,550 "," $184,731 ",無任何客訴
2021/8/6,直銷,官網網站,N,62,餐廳,亞洲,345,業務1處,C003,配件耗材,過濾器, $500 , $460 , 16 ," $8,000 "," $7,360 ", $510 ,無任何客訴
2021/8/7,直銷,官網網站,Y,149,飯店,歐洲,931,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 17 ," $445,060 "," $221,000 "," $194,260 ",咖啡機停止運作
2021/8/7,直銷,會員回購,N,14,企業用戶,亞洲,158,業務1處,C001,配件耗材,濾紙, $120 , $30 , 115 ," $13,800 "," $3,450 "," $8,973 ",包裝破損
2021/8/7,直銷,實體參展,N,98,餐廳,歐洲,455,業務2處,M006,設備機台,咖啡杯保溫機," $7,500 "," $5,530 ", 37 ," $277,500 "," $204,610 "," $64,944 ",
2021/8/15,直銷,實體參展,Y,137,飯店,美洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 17 ," $25,500 "," $20,400 "," $4,850 ",
2021/8/15,經銷,合作經銷通路,Y,176,個人消費者,歐洲,512,業務3處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 45 ," $165,375 "," $40,050 "," $108,656 ",無任何客訴
2021/8/15,直銷,會員回購,N,1,企業用戶,亞洲,158,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 68 ," $1,780,240 "," $884,000 "," $673,972 ",無任何客訴
2021/8/15,直銷,實體參展,N,46,企業用戶,歐洲,455,業務2處,C001,配件耗材,濾紙, $120 , $30 , 982 ," $117,840 "," $29,460 "," $84,049 ",
2021/8/23,直銷,實體參展,Y,10,企業用戶,亞洲,345,業務1處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 2,434 "," $1,363,040 "," $608,500 "," $694,931 ",
2021/8/23,直銷,會員回購,N,134,飯店,亞洲,258,業務1處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 14 ," $21,000 "," $16,800 "," $3,969 ",
2021/8/23,直銷,電銷業務,N,40,企業用戶,美洲,142,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $178 ,無任何客訴
2021/8/30,直銷,電銷業務,Y,112,飯店,亞洲,679,業務1處,C003,配件耗材,過濾器, $500 , $460 , 1 , $500 , $460 , $31 ,
2021/8/30,直銷,會員回購,N,120,飯店,亞洲,258,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 , 681 ," $177,060 "," $102,150 "," $66,744 ",無任何客訴
2021/8/30,直銷,官網網站,N,118,飯店,亞洲,158,業務1處,F002,食品原料,咖啡膠囊, $260 , $150 ," 3,165 "," $822,900 "," $474,750 "," $277,823 ",無任何客訴
2021/10/7,直銷,電銷業務,Y,68,餐廳,亞洲,345,業務1處,C001,配件耗材,濾紙, $120 , $30 ," 1,773 "," $212,760 "," $53,190 "," $151,751 ",無任何客訴
2021/10/7,直銷,會員回購,N,52,企業用戶,大洋洲,142,業務2處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 2,659 "," $1,489,040 "," $664,750 "," $783,899 ",無任何客訴
2021/10/7,直銷,電銷業務,N,110,餐廳,大洋洲,931,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 8 ," $3,200 ", $400 ," $2,105 ",
2021/10/10,直銷,官網網站,Y,140,飯店,美洲,455,業務2處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 2,301 "," $1,288,560 "," $575,250 "," $569,221 ",發霉
2021/10/10,直銷,會員回購,N,64,餐廳,亞洲,258,業務1處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 43 ," $343,570 "," $109,220 "," $215,836 ",無任何客訴
2021/10/10,直銷,官網網站,N,69,餐廳,亞洲,345,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,701 ",無任何客訴
2021/10/20,直銷,實體參展,Y,147,飯店,歐洲,931,業務2處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 2 ," $3,000 "," $2,400 ", $552 ,
2021/10/20,直銷,會員回購,N,34,企業用戶,美洲,455,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,495 ",無任何客訴
2021/10/20,直銷,電銷業務,N,82,餐廳,美洲,142,業務2處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $150 ,無任何客訴
2021/10/31,直銷,電銷業務,Y,105,餐廳,大洋洲,142,業務2處,C003,配件耗材,過濾器, $500 , $460 , 12 ," $6,000 "," $5,520 ", $404 ,
2021/10/31,經銷,合作經銷通路,Y,180,個人消費者,美洲,512,業務3處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,515 ",無任何客訴
2021/10/31,經銷,會員回購,N,184,個人消費者,大洋洲,512,業務3處,C004,配件耗材,壓力閥," $1,500 "," $1,200 ", 13 ," $19,500 "," $15,600 "," $3,474 ",無任何客訴
2021/10/31,直銷,實體參展,N,138,飯店,美洲,455,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $173 ,
2021/11/3,直銷,實體參展,Y,53,企業用戶,大洋洲,142,業務2處,C005,配件耗材,清潔劑, $400 , $50 , 19 ," $7,600 ", $950 ," $5,526 ",
2021/11/3,直銷,會員回購,N,95,餐廳,歐洲,931,業務2處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 20 ," $79,800 "," $25,000 "," $46,141 ",
2021/11/3,直銷,實體參展,N,89,餐廳,美洲,142,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 555 ," $1,659,450 "," $310,800 "," $1,105,893 ",
2021/11/20,直銷,官網網站,Y,44,企業用戶,歐洲,931,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 87 ," $2,277,660 "," $1,131,000 "," $965,487 ",無任何客訴
2021/11/20,經銷,合作經銷通路,Y,166,個人消費者,亞洲,512,業務3處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 57 ," $209,475 "," $50,730 "," $141,441 ",無任何客訴
2021/11/20,直銷,實體參展,N,92,餐廳,美洲,142,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 65 ," $1,701,700 "," $845,000 "," $702,494 ",
2021/11/20,直銷,電銷業務,N,42,企業用戶,歐洲,931,業務2處,M004,設備機台,膠囊咖啡機," $2,990 ", $560 , 488 ," $1,459,120 "," $273,280 "," $998,477 ",無任何客訴
2021/11/30,直銷,電銷業務,Y,23,企業用戶,亞洲,258,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,495 ",無任何客訴
2021/11/30,直銷,會員回購,N,31,企業用戶,美洲,931,業務2處,F001,食品原料,義式濃縮咖啡豆, $560 , $250 ," 1,987 "," $1,112,720 "," $496,750 "," $585,787 ",無任何客訴
2021/11/30,直銷,官網網站,N,37,企業用戶,美洲,142,業務2處,C002,配件耗材,密封圈, $300 , $170 , 3 , $900 , $510 , $347 ,
2021/12/3,直銷,電銷業務,Y,50,企業用戶,歐洲,455,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $168 ,無任何客訴
2021/12/3,直銷,官網網站,N,130,飯店,亞洲,158,業務1處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 82 ," $2,146,760 "," $1,066,000 "," $937,018 ",無任何客訴
2021/12/3,直銷,電銷業務,N,80,餐廳,亞洲,258,業務1處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 15 ," $59,850 "," $18,750 "," $30,907 ",
2021/12/17,直銷,實體參展,Y,81,餐廳,美洲,455,業務2處,C002,配件耗材,密封圈, $300 , $170 , 2 , $600 , $340 , $247 ,
2021/12/17,經銷,會員回購,N,183,個人消費者,大洋洲,512,業務3處,M003,設備機台,美式咖啡機," $3,990 "," $1,250 ", 82 ," $327,180 "," $102,500 "," $212,322 ",無任何客訴
2021/12/17,直銷,實體參展,N,84,餐廳,美洲,455,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 19 ," $151,810 "," $48,260 "," $82,632 ",
2021/12/23,直銷,電銷業務,Y,133,飯店,亞洲,258,業務1處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,560 ",
2021/12/23,直銷,電銷業務,N,43,企業用戶,歐洲,931,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 28 ," $102,900 "," $24,920 "," $69,480 ",
2021/12/23,直銷,實體參展,N,38,企業用戶,美洲,142,業務2處,M001,設備機台,家用義式咖啡機," $7,990 "," $2,540 ", 47 ," $375,530 "," $119,380 "," $235,914 ",
2021/12/29,直銷,電銷業務,Y,51,企業用戶,歐洲,142,業務2處,M002,設備機台,商用義式咖啡機," $26,180 "," $13,000 ", 10 ," $261,800 "," $130,000 "," $114,270 ",無任何客訴
2021/12/29,直銷,會員回購,N,60,企業用戶,大洋洲,931,業務2處,S003,售後服務,緊急維修服務," $3,000 "," $1,200 ", 1 ," $3,000 "," $1,200 "," $1,711 ",無任何客訴
2022/1/3,直銷,實體參展,Y,100,餐廳,歐洲,455,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 15 ," $55,125 "," $13,350 "," $39,728 ",
2022/1/3,直銷,會員回購,N,116,飯店,亞洲,158,業務1處,C001,配件耗材,濾紙, $120 , $30 , 546 ," $65,520 "," $16,380 "," $36,953 ",無任何客訴
2022/1/3,直銷,會員回購,N,110,餐廳,大洋洲,931,業務2處,C003,配件耗材,過濾器, $500 , $460 , 5 ," $2,500 "," $2,300 ", $164 ,無任何客訴
2022/1/3,直銷,會員回購,N,157,飯店,歐洲,142,業務2處,S001,售後服務,基本維修服務, $500 , $300 , 1 , $500 , $300 , $164 ,無任何客訴
2022/1/3,經銷,會員回購,N,168,個人消費者,亞洲,512,業務3處,S002,售後服務,進階維修服務," $1,000 ", $800 , 1 ," $1,000 ", $800 , $166 ,無任何客訴
2022/1/17,直銷,實體參展,Y,135,飯店,美洲,455,業務2處,M005,設備機台,咖啡研磨機," $3,675 ", $890 , 27 ," $99,225 "," $24,030 "," $61,659 ",
